estdepartureairport,estarrivalairport,Hour,Date,flight_count
KT31,11TX,17,2018-12-11,2
KT31,52TA,18,2018-10-05,1
KT31,K0F9,20,2018-06-09,1
KT31,K50F,02,2018-10-02,1
KT31,KAPA,18,2018-12-24,1
KT31,KDTO,13,2018-09-19,1
KT31,KGYI,13,2018-09-19,1
KT31,TX62,16,2018-12-24,1
KT41,KASE,19,2018-09-21,1
KT41,LA36,14,2018-08-01,1
KT51,KEDC,16,2018-07-08,1
KT51,KHYI,16,2018-06-28,1
KT54,KF35,16,2018-10-02,1
KT54,KIWS,18,2018-06-09,1
KT54,KRFI,14,2018-12-11,1
KT54,KSGR,23,2018-07-16,2
KT65,KEDC,20,2018-10-02,1
KT65,KEYQ,16,2018-07-25,1
KT67,61TE,00,2018-10-02,1
KT67,69XA,17,2018-12-09,1
KT67,AL60,00,2018-10-05,1
KT67,K9F9,16,2018-07-25,1
KT67,KADS,19,2018-12-09,1
KT67,KDUA,17,2018-12-24,1
KT67,KF48,19,2018-12-24,1
KT67,KLNC,12,2018-09-19,1
KT67,KLWC,15,2018-12-24,1
KT67,KSWI,20,2018-12-09,1
KT67,KTKI,16,2018-12-11,2
KT67,TE91,13,2018-10-05,1
KT67,TX68,19,2018-08-12,1
KT67,XS01,15,2018-06-28,1
KT74,31TA,16,2018-09-07,1
KT74,40TE,15,2018-09-19,1
KT74,8TA3,23,2018-11-10,1
KT74,K1T7,21,2018-09-19,1
KT74,KEDC,15,2018-08-12,1
KT74,TE48,14,2018-09-19,1
KT82,02XS,20,2018-12-09,1
KT82,1XS4,19,2018-06-11,1
KT82,4XA3,23,2018-12-10,1
KT82,4XS8,15,2018-07-08,1
KT82,50TA,16,2018-06-28,1
KT82,56TX,22,2018-11-10,1
KT82,K1L0,14,2018-05-29,1
KT82,K1T7,15,2018-07-08,1
KT82,K5C1,21,2018-11-14,2
KT82,K63F,15,2018-08-12,1
KT82,KADS,13,2018-06-28,1
KT82,KAXH,22,2018-06-12,1
KT82,KMDD,23,2018-12-03,1
KT82,KT51,00,2018-06-09,1
KT82,TE57,15,2018-08-01,1
KT82,TX15,17,2018-06-28,1
KT82,TX61,16,2018-12-09,1
KT92,TX05,14,2018-06-12,1
KTAD,KSAF,22,2018-12-21,1
KTAN,68PA,11,2018-10-05,1
KTAN,KCQX,16,2018-06-09,1
KTAN,KFMH,20,2018-10-05,1
KTAN,KLZD,13,2018-07-08,1
KTAN,KPYM,13,2018-06-09,1
KTAN,KSFZ,17,2018-04-28,1
KTCM,KOLM,23,2018-05-02,1
KTCM,KRNT,01,2018-05-03,2
KTCM,WA77,23,2018-05-03,1
KTCS,KELP,23,2018-09-17,1
KTCS,KT27,17,2018-10-18,1
KTCY,K4SD,17,2018-06-28,1
KTCY,KCCR,01,2018-06-18,2
KTCY,KCHD,13,2018-09-07,1
KTCY,KPAO,23,2018-07-11,1
KTCY,KRHV,01,2018-06-18,2
KTCY,KSBD,01,2018-12-11,1
KTCY,KSNA,21,2018-08-12,1
KTCY,KSQL,04,2018-06-11,6
KTDF,KBUY,16,2018-10-17,2
KTDF,KRDU,23,2018-02-23,2
KTDW,0AR3,15,2018-10-05,1
KTDW,4CO0,21,2018-06-30,1
KTDW,77MO,14,2018-11-14,1
KTDW,K8V7,22,2018-07-11,1
KTDW,KABQ,13,2018-10-02,1
KTDW,KADS,21,2018-06-11,1
KTDW,KCNM,22,2018-07-16,1
KTDW,KE19,16,2018-06-11,1
KTDW,KE34,15,2018-07-08,1
KTDW,KEIK,21,2018-11-13,1
KTDW,KJDD,21,2018-09-16,1
KTDW,KMAF,18,2018-07-08,1
KTDW,KMDD,13,2018-08-01,1
KTDW,KMSN,12,2018-10-02,1
KTDW,KX43,15,2018-12-13,1
KTEB,00NY,23,2018-09-17,1
KTEB,02II,19,2018-10-02,1
KTEB,02XS,19,2018-11-13,1
KTEB,05IN,18,2018-07-08,1
KTEB,05MD,10,2018-06-11,1
KTEB,09NC,21,2018-08-12,1
KTEB,0GE0,14,2018-12-09,1
KTEB,0NC7,19,2018-10-10,1
KTEB,13KY,17,2018-12-09,1
KTEB,14PS,22,2018-12-09,1
KTEB,17FA,18,2018-12-09,1
KTEB,19TE,00,2018-08-12,1
KTEB,1NY3,12,2018-09-21,1
KTEB,1PN1,17,2018-10-05,1
KTEB,20GA,20,2018-02-14,3
KTEB,24OI,22,2018-06-13,1
KTEB,33OH,00,2018-09-07,1
KTEB,3OH5,01,2018-10-05,1
KTEB,3VA4,13,2018-07-08,1
KTEB,49NY,13,2018-08-12,1
KTEB,4GA9,23,2018-10-16,2
KTEB,4II2,00,2018-12-09,1
KTEB,51VA,23,2018-09-06,1
KTEB,59PN,18,2018-12-13,1
KTEB,5IN4,23,2018-09-06,1
KTEB,5PN8,00,2018-12-11,2
KTEB,61MA,22,2018-10-02,1
KTEB,6FD7,23,2018-12-08,1
KTEB,6MI3,19,2018-08-01,1
KTEB,6NJ0,23,2018-12-11,1
KTEB,73PA,18,2018-07-22,1
KTEB,7NJ7,19,2018-12-09,1
KTEB,8AN6,18,2018-06-28,1
KTEB,8FD2,18,2018-09-16,1
KTEB,8MO8,16,2018-08-01,1
KTEB,8NE4,23,2018-10-17,1
KTEB,8OI0,20,2018-10-17,1
KTEB,90VA,14,2018-12-09,1
KTEB,93OH,00,2018-12-24,2
KTEB,AL18,02,2018-12-09,1
KTEB,BIKF,03,2018-06-18,1
KTEB,CRJ2,19,2018-10-17,1
KTEB,CT48,23,2018-12-09,1
KTEB,CT52,12,2018-09-07,1
KTEB,CT96,18,2018-10-02,3
KTEB,CYHU,19,2018-10-18,2
KTEB,CYOW,18,2018-09-07,1
KTEB,CYQG,22,2018-06-04,2
KTEB,CYUL,19,2018-08-01,1
KTEB,CYYZ,22,2018-02-08,8
KTEB,EDDB,01,2018-06-12,2
KTEB,EGGW,16,2018-12-11,3
KTEB,EGKB,13,2018-08-12,1
KTEB,EGLF,01,2018-10-02,2
KTEB,EGSS,03,2018-10-18,2
KTEB,EINN,00,2018-06-11,2
KTEB,FA40,21,2018-12-11,1
KTEB,FD38,19,2018-12-24,2
KTEB,IN90,18,2018-12-09,1
KTEB,JY39,23,2018-11-13,1
KTEB,K07A,19,2018-12-09,1
KTEB,K20A,21,2018-11-14,1
KTEB,K4B8,20,2018-12-09,2
KTEB,K7G8,19,2018-12-13,2
KTEB,KABE,23,2018-03-11,4
KTEB,KABQ,14,2018-12-09,1
KTEB,KACK,21,2018-08-12,4
KTEB,KAFW,15,2018-08-12,1
KTEB,KAGC,00,2018-05-16,1
KTEB,KALN,19,2018-03-08,1
KTEB,KAPA,12,2018-06-18,3
KTEB,KAUS,23,2018-01-30,2
KTEB,KBCT,20,2018-09-07,3
KTEB,KBDR,20,2018-08-12,6
KTEB,KBED,14,2018-01-29,19
KTEB,KBFI,16,2018-05-03,1
KTEB,KBJC,19,2018-02-14,2
KTEB,KBLM,19,2018-10-18,1
KTEB,KBLV,14,2018-04-27,1
KTEB,KBNA,14,2018-01-29,6
KTEB,KBOS,18,2018-06-18,12
KTEB,KBUF,22,2018-04-15,3
KTEB,KBUR,19,2018-12-23,4
KTEB,KBVY,16,2018-01-31,2
KTEB,KBWI,04,2018-02-23,1
KTEB,KCGF,22,2018-03-14,1
KTEB,KCHO,22,2018-01-07,1
KTEB,KCLE,22,2018-12-21,2
KTEB,KCLT,13,2018-11-14,3
KTEB,KCUB,21,2018-10-05,1
KTEB,KCXY,02,2018-10-05,1
KTEB,KDAL,22,2018-05-14,7
KTEB,KDCA,18,2018-10-02,2
KTEB,KDET,20,2018-09-12,3
KTEB,KDOV,20,2018-07-30,1
KTEB,KDPA,15,2018-05-03,1
KTEB,KDTW,22,2018-04-18,5
KTEB,KE38,12,2018-04-11,1
KTEB,KENW,20,2018-12-09,1
KTEB,KFLL,16,2018-09-07,3
KTEB,KFRG,23,2018-06-18,6
KTEB,KFTW,18,2018-11-14,1
KTEB,KFTY,20,2018-09-12,3
KTEB,KFXE,17,2018-02-14,2
KTEB,KGRB,21,2018-12-09,2
KTEB,KGRR,15,2018-07-25,1
KTEB,KGUC,12,2018-09-15,1
KTEB,KGWS,18,2018-09-20,2
KTEB,KHEF,21,2018-08-01,2
KTEB,KHFD,22,2018-04-01,2
KTEB,KHHR,18,2018-04-30,2
KTEB,KHOU,20,2018-05-30,8
KTEB,KHPN,03,2018-06-11,6
KTEB,KHSD,17,2018-08-12,1
KTEB,KHVN,20,2018-07-08,1
KTEB,KHWO,21,2018-02-13,5
KTEB,KHYA,23,2018-12-25,2
KTEB,KHYX,17,2018-09-07,1
KTEB,KI74,18,2018-08-13,1
KTEB,KIAD,00,2018-01-29,23
KTEB,KIAH,22,2018-07-24,1
KTEB,KILG,01,2018-01-29,1
KTEB,KIMM,21,2018-12-12,1
KTEB,KINT,22,2018-04-18,1
KTEB,KISP,21,2018-12-13,2
KTEB,KIWS,17,2018-08-12,1
KTEB,KJFK,23,2018-12-12,2
KTEB,KJQF,21,2018-04-15,2
KTEB,KJYO,17,2018-08-12,2
KTEB,KLAS,21,2018-05-02,1
KTEB,KLAX,18,2018-07-16,1
KTEB,KLBE,15,2018-02-14,3
KTEB,KLGA,19,2018-09-19,1
KTEB,KLGB,15,2018-06-09,1
KTEB,KLNS,15,2018-12-13,2
KTEB,KLOM,23,2018-12-03,1
KTEB,KMAF,14,2018-06-11,2
KTEB,KMBS,23,2018-04-26,1
KTEB,KMCI,03,2018-12-13,1
KTEB,KMDW,21,2018-01-29,8
KTEB,KMEM,00,2018-12-13,1
KTEB,KMGJ,23,2018-04-06,1
KTEB,KMIA,10,2018-06-18,4
KTEB,KMMK,17,2018-12-09,1
KTEB,KMPO,23,2018-10-26,1
KTEB,KMQS,17,2018-06-11,1
KTEB,KMQY,18,2018-08-12,1
KTEB,KMSL,21,2018-09-12,1
KTEB,KMSP,15,2018-01-29,4
KTEB,KMSV,15,2018-06-30,1
KTEB,KMTN,23,2018-01-31,1
KTEB,KNGU,17,2018-04-26,1
KTEB,KNKT,17,2018-12-13,1
KTEB,KNUQ,18,2018-10-26,1
KTEB,KOAK,22,2018-04-27,1
KTEB,KOCF,20,2018-02-14,1
KTEB,KOEB,14,2018-01-29,1
KTEB,KOMA,14,2018-09-19,1
KTEB,KOMN,20,2018-10-17,1
KTEB,KOPF,17,2018-08-12,5
KTEB,KOQN,14,2018-01-31,1
KTEB,KORD,15,2018-04-09,1
KTEB,KORL,18,2018-08-12,1
KTEB,KOSU,22,2018-05-15,1
KTEB,KOWD,18,2018-12-13,3
KTEB,KOXC,23,2018-02-05,4
KTEB,KOXR,18,2018-05-14,1
KTEB,KPBI,21,2018-04-11,3
KTEB,KPCW,21,2018-03-12,1
KTEB,KPHL,18,2018-11-14,1
KTEB,KPHX,23,2018-10-04,1
KTEB,KPIT,14,2018-01-29,4
KTEB,KPNE,18,2018-05-03,2
KTEB,KPSM,10,2018-04-28,1
KTEB,KPTK,21,2018-01-29,8
KTEB,KPVC,13,2018-09-07,1
KTEB,KPWK,21,2018-11-10,8
KTEB,KPWM,15,2018-06-12,1
KTEB,KRDU,21,2018-01-29,7
KTEB,KRHV,17,2018-01-05,1
KTEB,KRMY,22,2018-02-23,4
KTEB,KROC,21,2018-08-13,1
KTEB,KRYY,17,2018-12-09,1
KTEB,KSAN,16,2018-02-14,1
KTEB,KSAT,15,2018-01-29,4
KTEB,KSDF,22,2018-03-08,1
KTEB,KSDL,21,2018-02-13,2
KTEB,KSFO,17,2018-08-12,2
KTEB,KSFZ,22,2018-08-12,1
KTEB,KSGR,19,2018-02-13,3
KTEB,KSJC,14,2018-01-29,9
KTEB,KSLC,01,2018-06-10,2
KTEB,KSNA,22,2018-10-16,2
KTEB,KSTS,01,2018-10-05,1
KTEB,KSUA,21,2018-05-02,1
KTEB,KSUS,16,2018-10-18,2
KTEB,KSWF,23,2018-04-30,2
KTEB,KSYR,21,2018-08-01,3
KTEB,KTOL,20,2018-04-26,1
KTEB,KTTN,16,2018-06-18,7
KTEB,KTVI,12,2018-05-04,1
KTEB,KUMP,17,2018-05-15,2
KTEB,KUUU,15,2018-08-12,1
KTEB,KVAY,22,2018-12-13,1
KTEB,KVLL,17,2018-10-05,1
KTEB,KVNY,17,2018-12-11,9
KTEB,KWHP,14,2018-05-03,2
KTEB,KWST,20,2018-05-04,1
KTEB,KX39,15,2018-08-12,1
KTEB,KY70,17,2018-10-18,1
KTEB,KZPH,15,2018-01-29,1
KTEB,LEIB,00,2018-05-15,1
KTEB,LFPB,12,2018-01-29,5
KTEB,LIML,14,2018-12-11,1
KTEB,LIPZ,02,2018-10-05,1
KTEB,LSGG,01,2018-09-07,2
KTEB,MA44,13,2018-08-01,1
KTEB,ME14,17,2018-07-25,1
KTEB,ME33,17,2018-06-28,1
KTEB,ME69,21,2018-07-25,1
KTEB,MI10,13,2018-09-07,1
KTEB,MI35,13,2018-10-02,1
KTEB,MN79,02,2018-11-14,1
KTEB,MS62,11,2018-10-02,1
KTEB,NC30,02,2018-05-30,1
KTEB,NC37,19,2018-11-28,1
KTEB,NE15,12,2018-08-13,1
KTEB,NH43,14,2018-10-02,1
KTEB,NH76,00,2018-10-17,1
KTEB,NJ20,20,2018-12-09,1
KTEB,NY09,00,2018-09-07,2
KTEB,NY11,02,2018-11-14,1
KTEB,OI41,15,2018-11-28,1
KTEB,OI62,18,2018-05-30,2
KTEB,PA43,16,2018-12-09,1
KTEB,PN73,16,2018-09-07,1
KTEB,RI11,21,2018-07-25,1
KTEB,RI20,13,2018-08-13,1
KTEB,VG33,23,2018-07-10,1
KTEB,VG43,15,2018-12-09,1
KTEB,WA19,18,2018-01-11,1
KTEB,WI91,21,2018-12-11,1
KTEB,WS26,17,2018-08-12,1
KTEB,YSSY,03,2018-12-23,1
KTEW,42MI,18,2018-10-18,1
KTEW,5MI7,22,2018-12-09,1
KTEW,76MI,20,2018-08-01,1
KTEW,KEYE,16,2018-12-09,1
KTEW,KEZF,11,2018-07-08,1
KTEW,KOZW,20,2018-07-08,2
KTEW,KRMY,20,2018-12-09,1
KTEW,MI23,22,2018-10-18,1
KTEW,MI26,00,2018-08-12,1
KTEX,0CO2,22,2018-07-16,2
KTEX,4CO0,22,2018-07-25,1
KTEX,KAEG,19,2018-09-07,1
KTEX,KAPA,18,2018-08-01,3
KTEX,KASE,21,2018-02-11,1
KTEX,KAWO,21,2018-12-25,1
KTEX,KBJC,22,2018-05-04,1
KTEX,KBUR,12,2018-06-11,1
KTEX,KDAL,17,2018-08-12,1
KTEX,KDEN,21,2018-08-12,1
KTEX,KDPA,22,2018-01-30,1
KTEX,KE11,22,2018-09-20,1
KTEX,KFTG,18,2018-10-18,1
KTEX,KFTW,16,2018-07-08,1
KTEX,KGUC,16,2018-04-04,1
KTEX,KHHR,14,2018-08-12,1
KTEX,KHOU,21,2018-08-11,1
KTEX,KHQZ,19,2018-08-12,1
KTEX,KJVL,13,2018-09-07,1
KTEX,KMCC,18,2018-04-01,1
KTEX,KPAO,17,2018-06-27,1
KTEX,KSDL,20,2018-07-08,1
KTEX,KSEE,22,2018-07-22,1
KTEX,KSNA,16,2018-04-01,1
KTEX,MMSD,21,2018-03-11,1
KTHV,78VA,13,2018-10-05,1
KTIK,KSAN,17,2018-09-19,1
KTIP,IL60,19,2018-12-09,1
KTIW,00WA,01,2018-09-19,2
KTIW,20WA,21,2018-07-25,1
KTIW,4WA2,17,2018-06-12,1
KTIW,50WA,18,2018-08-13,1
KTIW,6WA2,15,2018-06-27,1
KTIW,76WA,03,2018-08-01,1
KTIW,84WA,16,2018-08-13,1
KTIW,96OR,00,2018-06-30,1
KTIW,96WA,01,2018-08-12,1
KTIW,KALW,21,2018-08-13,1
KTIW,KAWO,23,2018-03-15,2
KTIW,KBFI,00,2018-01-29,2
KTIW,KBLI,17,2018-09-07,1
KTIW,KCLS,18,2018-06-11,3
KTIW,KMFR,18,2018-07-08,1
KTIW,KMSP,21,2018-05-09,1
KTIW,KOLM,23,2018-03-21,5
KTIW,KPWT,19,2018-06-12,1
KTIW,KRNT,00,2018-08-13,1
KTIW,KS10,18,2018-09-21,1
KTIW,KSAC,15,2018-04-25,1
KTIW,KSEA,00,2018-04-01,1
KTIW,KSHN,16,2018-05-03,3
KTIW,KTCM,01,2018-08-12,2
KTIW,OR47,05,2018-06-12,1
KTIW,WA19,02,2018-05-03,1
KTIW,WA56,17,2018-07-08,1
KTIW,WA61,15,2018-10-18,1
KTIW,WA88,23,2018-05-21,1
KTIW,WA99,16,2018-09-07,1
KTIW,WN13,00,2018-09-07,1
KTIW,WN36,21,2018-06-28,1
KTIW,WT77,16,2018-09-07,2
KTIX,57FA,12,2018-06-28,1
KTIX,FD09,13,2018-08-12,1
KTIX,FL36,23,2018-11-15,1
KTIX,GA25,13,2018-10-18,1
KTIX,KBOW,10,2018-05-03,1
KTIX,KCOF,12,2018-04-28,1
KTIX,KCON,16,2018-01-20,1
KTIX,KDAB,15,2018-04-26,3
KTIX,KDED,15,2018-06-18,3
KTIX,KEVB,13,2018-08-12,2
KTIX,KOMN,14,2018-04-28,4
KTIX,KSFB,14,2018-04-26,1
KTIX,KSGJ,18,2018-04-28,1
KTIX,KTTS,16,2018-01-13,1
KTIX,KX21,23,2018-06-10,2
KTIX,KXFL,05,2018-02-14,3
KTKI,0TS2,17,2018-11-14,1
KTKI,0TX9,23,2018-11-20,1
KTKI,19OK,23,2018-09-06,1
KTKI,25XS,21,2018-12-09,1
KTKI,2KS9,21,2018-06-28,1
KTKI,2OL2,14,2018-07-08,1
KTKI,2XS4,15,2018-06-09,1
KTKI,3TS9,17,2018-12-26,1
KTKI,3XS0,23,2018-10-18,2
KTKI,4LA9,20,2018-12-09,1
KTKI,4TX3,12,2018-10-18,1
KTKI,4TX4,19,2018-08-12,1
KTKI,51TX,19,2018-06-09,1
KTKI,5TX0,00,2018-08-13,1
KTKI,5XS0,18,2018-08-12,1
KTKI,6TX6,13,2018-12-24,1
KTKI,K4M1,21,2018-09-11,1
KTKI,K4O4,15,2018-06-12,2
KTKI,K52F,18,2018-12-11,1
KTKI,K90F,09,2018-12-13,1
KTKI,KABQ,12,2018-05-14,1
KTKI,KADS,22,2018-08-12,9
KTKI,KAFW,00,2018-01-29,3
KTKI,KAQR,14,2018-06-09,1
KTKI,KAUS,13,2018-09-07,2
KTKI,KBKD,08,2018-08-01,2
KTKI,KBMQ,18,2018-01-11,1
KTKI,KDEQ,15,2018-12-11,1
KTKI,KDTO,17,2018-02-14,1
KTKI,KDWH,14,2018-10-05,1
KTKI,KE98,14,2018-07-16,1
KTKI,KELP,20,2018-04-11,1
KTKI,KF31,18,2018-09-07,1
KTKI,KF35,14,2018-10-05,1
KTKI,KF53,15,2018-06-09,1
KTKI,KFTW,14,2018-01-29,1
KTKI,KHOU,00,2018-12-24,1
KTKI,KHRO,04,2018-11-14,1
KTKI,KLBB,22,2018-04-11,1
KTKI,KLBR,20,2018-12-13,1
KTKI,KMGE,19,2018-09-19,1
KTKI,KOKC,22,2018-11-20,2
KTKI,KPRX,17,2018-06-11,2
KTKI,KSGR,14,2018-06-12,1
KTKI,KSNA,13,2018-01-29,1
KTKI,KSUS,22,2018-02-13,1
KTKI,KSWI,14,2018-12-24,1
KTKI,KT31,12,2018-08-01,1
KTKI,KT67,11,2018-06-09,1
KTKI,KTEB,14,2018-06-11,1
KTKI,KTNT,13,2018-10-17,1
KTKI,KTRL,17,2018-06-09,1
KTKI,KTYR,04,2018-01-29,1
KTKI,KUGN,18,2018-06-28,1
KTKI,ME68,17,2018-06-22,1
KTKI,MU41,23,2018-09-06,2
KTKI,TA06,15,2018-10-18,1
KTKI,TS51,13,2018-06-28,1
KTKI,TX03,16,2018-12-24,1
KTKI,XA17,00,2018-12-24,1
KTKI,XS09,15,2018-11-14,1
KTKV,9WN3,19,2018-10-02,1
KTKX,K0M2,22,2018-06-28,1
KTLH,06FA,16,2018-06-12,1
KTLH,07IN,19,2018-09-07,1
KTLH,31FL,00,2018-10-18,1
KTLH,49FD,18,2018-12-11,1
KTLH,7FL2,23,2018-09-21,1
KTLH,FA40,11,2018-06-12,1
KTLH,FD83,19,2018-10-02,1
KTLH,II03,16,2018-12-11,1
KTLH,K25J,20,2018-10-18,1
KTLH,KAAF,23,2018-02-13,2
KTLH,KACJ,20,2018-01-06,1
KTLH,KBGE,19,2018-10-17,1
KTLH,KCHN,16,2018-02-23,1
KTLH,KECP,17,2018-10-02,1
KTLH,KFLL,18,2018-12-13,1
KTLH,KFTW,17,2018-04-11,1
KTLH,KFXE,12,2018-02-23,1
KTLH,KISM,16,2018-10-18,1
KTLH,KMCO,22,2018-01-19,1
KTLH,KORL,01,2018-05-03,2
KTLH,KSYV,15,2018-09-19,1
KTLH,KTEB,21,2018-07-11,1
KTLH,KTIX,14,2018-01-31,1
KTLH,KTVI,22,2018-02-23,1
KTLH,KVBT,20,2018-06-11,1
KTLH,KVLD,00,2018-04-28,1
KTLH,KX13,12,2018-09-07,1
KTMA,KFZG,11,2018-05-04,1
KTMB,02XS,20,2018-12-13,1
KTMB,04FA,23,2018-06-27,1
KTMB,06FA,22,2018-08-13,1
KTMB,07FA,17,2018-04-01,2
KTMB,14FA,01,2018-10-02,1
KTMB,9FL7,17,2018-08-01,1
KTMB,FA35,23,2018-07-01,8
KTMB,FA81,14,2018-09-19,1
KTMB,FD20,18,2018-08-13,1
KTMB,FD29,12,2018-08-13,1
KTMB,FL31,10,2018-10-02,4
KTMB,FL41,12,2018-10-18,2
KTMB,IN93,18,2018-12-13,1
KTMB,KAAF,21,2018-05-13,1
KTMB,KBCT,13,2018-10-02,1
KTMB,KDAB,16,2018-05-03,2
KTMB,KF45,12,2018-06-28,1
KTMB,KFLL,12,2018-05-04,1
KTMB,KFMY,21,2018-04-11,1
KTMB,KFXE,14,2018-08-12,1
KTMB,KGIF,11,2018-05-04,1
KTMB,KHST,16,2018-05-03,5
KTMB,KHWO,16,2018-05-03,1
KTMB,KISM,19,2018-10-18,1
KTMB,KLNA,01,2018-06-12,1
KTMB,KMTH,11,2018-04-01,1
KTMB,KOPF,00,2018-06-28,1
KTMB,KORL,12,2018-05-16,1
KTMB,KPBI,00,2018-09-11,1
KTMB,KPMP,20,2018-06-12,2
KTMB,KPWK,22,2018-07-07,1
KTMB,KRDU,14,2018-09-19,1
KTMB,KSGJ,18,2018-04-28,1
KTMB,KTNT,13,2018-11-14,2
KTMB,KX51,19,2018-12-13,3
KTMB,MYBS,19,2018-05-03,1
KTMB,MYCC,15,2018-12-13,3
KTME,21LA,18,2018-10-18,1
KTME,KDAL,14,2018-10-17,1
KTME,KDKR,21,2018-09-07,2
KTME,KIAH,16,2018-10-02,1
KTME,KIWS,23,2018-06-30,1
KTME,KL83,10,2018-08-01,1
KTME,TE09,11,2018-10-17,1
KTME,XS13,12,2018-10-18,1
KTNT,KHWO,22,2018-12-13,2
KTNT,KPHK,18,2018-04-28,1
KTNT,KXFL,14,2018-10-05,1
KTOA,02CL,14,2018-10-17,1
KTOA,1AZ2,22,2018-11-15,1
KTOA,2CN8,20,2018-06-10,1
KTOA,CL46,21,2018-11-14,2
KTOA,K1L3,18,2018-07-16,1
KTOA,KAJO,15,2018-08-12,2
KTOA,KAPA,18,2018-05-15,1
KTOA,KAVX,19,2018-08-12,6
KTOA,KBNG,15,2018-01-29,1
KTOA,KCCB,16,2018-10-17,1
KTOA,KCMA,20,2018-08-12,6
KTOA,KCNO,18,2018-01-29,3
KTOA,KCPM,23,2018-07-30,1
KTOA,KCRQ,23,2018-06-13,12
KTOA,KEMT,23,2018-05-21,2
KTOA,KF70,19,2018-12-26,3
KTOA,KFUL,23,2018-10-10,2
KTOA,KHND,20,2018-02-23,1
KTOA,KHOU,19,2018-12-26,1
KTOA,KIWA,21,2018-12-24,1
KTOA,KL22,02,2018-11-10,2
KTOA,KL26,18,2018-08-12,2
KTOA,KL35,16,2018-09-21,2
KTOA,KL70,17,2018-06-09,2
KTOA,KLGB,23,2018-08-11,5
KTOA,KMYF,22,2018-10-10,3
KTOA,KOKB,17,2018-12-26,1
KTOA,KPSP,23,2018-07-01,2
KTOA,KRAL,23,2018-04-30,1
KTOA,KRIR,02,2018-10-02,1
KTOA,KSBA,18,2018-01-29,4
KTOA,KSBD,01,2018-10-18,1
KTOA,KSBP,17,2018-05-03,1
KTOA,KSDM,19,2018-07-08,1
KTOA,KSMO,22,2018-08-12,4
KTOA,KSNA,22,2018-01-29,4
KTOA,KVNY,00,2018-12-24,3
KTOA,KWHP,23,2018-12-03,2
KTOA,KWJF,15,2018-02-23,1
KTOI,4AL9,20,2018-12-13,1
KTOI,AL25,21,2018-12-24,1
KTOI,K11A,19,2018-10-18,1
KTOI,KALX,21,2018-10-18,1
KTOI,KSEM,20,2018-10-05,1
KTOI,KTEB,16,2018-12-09,1
KTOL,KBJC,17,2018-05-03,1
KTOL,KCMI,23,2018-04-03,1
KTOL,KFDY,17,2018-04-01,1
KTOL,KGRR,13,2018-05-03,1
KTOL,KMDW,12,2018-04-26,1
KTOL,KTEB,17,2018-04-26,1
KTOP,33KS,16,2018-07-08,1
KTOP,90KS,22,2018-07-01,1
KTOP,KHPN,17,2018-12-09,1
KTOP,KLWC,21,2018-08-01,6
KTOP,KMKC,20,2018-06-28,1
KTOP,KOJC,11,2018-08-13,1
KTOP,SN04,22,2018-12-11,1
KTOP,SN59,17,2018-07-08,1
KTPA,4FL8,23,2018-11-11,1
KTPA,9NC0,23,2018-12-12,1
KTPA,KLBB,00,2018-11-14,1
KTPA,KLGA,17,2018-12-13,1
KTPA,KMQY,20,2018-04-01,1
KTPA,KMTN,00,2018-12-09,1
KTPA,KVRB,04,2018-04-28,1
KTPA,OI45,20,2018-11-13,2
KTPF,8FL2,12,2018-12-13,1
KTPF,FD77,21,2018-11-14,1
KTPF,KAVO,14,2018-05-03,1
KTPF,KDED,17,2018-02-23,2
KTPF,KPFN,13,2018-04-28,1
KTPF,KSRQ,23,2018-11-10,1
KTPL,62TX,19,2018-06-28,1
KTPL,KRDU,21,2018-06-30,1
KTPL,TX05,13,2018-06-28,1
KTQE,1KS5,19,2018-12-09,1
KTQE,6IN8,17,2018-06-30,1
KTQE,KCBF,22,2018-12-09,2
KTQK,32KS,15,2018-12-11,1
KTQK,76KS,19,2018-12-09,1
KTQK,KISM,12,2018-06-18,1
KTQK,KLQR,19,2018-05-14,1
KTRK,9CL2,17,2018-05-29,1
KTRK,CN95,18,2018-07-08,1
KTRK,KCCR,21,2018-04-28,2
KTRK,KE16,23,2018-07-31,1
KTRK,KHWD,23,2018-02-25,1
KTRK,KMCC,14,2018-08-01,1
KTRK,KMDW,14,2018-08-01,1
KTRK,KOAK,19,2018-07-08,2
KTRK,KPAO,23,2018-03-11,1
KTRK,KPWA,21,2018-07-27,1
KTRK,KRNO,03,2018-05-03,1
KTRK,KSJC,23,2018-01-28,2
KTRK,KSMO,23,2018-08-11,1
KTRL,K7F3,22,2018-09-20,1
KTRL,KADS,20,2018-06-27,1
KTRL,KT27,11,2018-08-01,1
KTRL,KTKI,20,2018-06-09,1
KTTA,02VA,17,2018-09-07,1
KTTA,22NC,18,2018-10-18,1
KTTA,2NC6,13,2018-06-28,1
KTTA,4NC7,15,2018-08-12,1
KTTA,5NC3,22,2018-09-07,1
KTTA,6PA5,15,2018-10-05,1
KTTA,7NC9,18,2018-08-12,1
KTTA,8NC1,15,2018-09-11,1
KTTA,K2A5,13,2018-07-08,1
KTTA,K3A4,21,2018-10-18,1
KTTA,K5W8,15,2018-09-19,1
KTTA,KBUY,12,2018-08-12,1
KTTA,KCZL,17,2018-12-13,1
KTTA,KDCM,12,2018-08-01,1
KTTA,KGAI,22,2018-10-07,1
KTTA,KHBI,17,2018-10-18,2
