estdepartureairport,estarrivalairport,Hour,Date,flight_count
KTTA,KHFF,23,2018-11-20,1
KTTA,KJNX,17,2018-06-09,1
KTTA,KMMU,22,2018-12-12,1
KTTA,KPTB,21,2018-07-08,1
KTTA,KRDU,22,2018-09-19,3
KTTA,KSIF,15,2018-12-13,1
KTTA,KSOP,14,2018-09-19,1
KTTA,KXLL,18,2018-06-28,1
KTTA,NC00,12,2018-08-12,3
KTTA,NC03,19,2018-12-24,1
KTTA,NC72,15,2018-12-13,1
KTTA,NC99,20,2018-09-19,1
KTTD,58WA,01,2018-12-09,1
KTTD,67OR,17,2018-12-13,1
KTTD,KKLS,01,2018-12-09,1
KTTD,KPDX,22,2018-11-28,1
KTTD,OG34,00,2018-12-13,1
KTTD,WA67,15,2018-12-24,1
KTTN,1PN0,12,2018-09-07,2
KTTN,23NJ,23,2018-10-10,1
KTTN,2NJ3,21,2018-06-12,1
KTTN,4NJ8,14,2018-12-26,1
KTTN,59PN,22,2018-07-08,1
KTTN,5MA3,14,2018-10-05,1
KTTN,6NJ8,13,2018-12-09,1
KTTN,8NJ0,15,2018-09-19,1
KTTN,93OH,13,2018-09-11,1
KTTN,9PA2,19,2018-08-12,1
KTTN,CYHZ,20,2018-06-22,1
KTTN,EGGW,22,2018-11-13,1
KTTN,EIDW,13,2018-06-12,1
KTTN,K1B2,23,2018-12-08,1
KTTN,K39N,23,2018-10-03,3
KTTN,K47N,16,2018-10-05,1
KTTN,KABE,19,2018-01-29,4
KTTN,KBED,17,2018-11-14,1
KTTN,KBJC,19,2018-08-01,1
KTTN,KBOS,11,2018-08-01,1
KTTN,KBWI,20,2018-01-31,1
KTTN,KCMH,21,2018-02-08,1
KTTN,KDCA,20,2018-06-18,1
KTTN,KDOV,16,2018-04-01,1
KTTN,KDYL,21,2018-03-08,2
KTTN,KFRG,19,2018-08-12,3
KTTN,KFXE,08,2018-07-25,1
KTTN,KGAI,22,2018-04-28,1
KTTN,KGWS,18,2018-09-20,1
KTTN,KHOU,20,2018-03-15,1
KTTN,KHYA,19,2018-04-27,1
KTTN,KIAD,19,2018-12-13,1
KTTN,KIMM,17,2018-05-03,1
KTTN,KJST,23,2018-10-01,1
KTTN,KLAX,19,2018-09-18,1
KTTN,KLZD,11,2018-10-05,1
KTTN,KMIV,15,2018-12-09,1
KTTN,KMKG,19,2018-05-03,1
KTTN,KMMU,16,2018-06-12,1
KTTN,KN14,15,2018-09-19,2
KTTN,KN68,21,2018-10-05,1
KTTN,KN81,15,2018-10-05,1
KTTN,KNEL,14,2018-05-03,2
KTTN,KOPF,19,2018-12-13,1
KTTN,KOQU,09,2018-06-18,1
KTTN,KPHL,17,2018-10-17,2
KTTN,KPOU,11,2018-07-25,1
KTTN,KPTK,22,2018-03-06,1
KTTN,KPTW,17,2018-06-09,1
KTTN,KRDG,18,2018-01-29,1
KTTN,KRDU,14,2018-10-02,2
KTTN,KRIC,22,2018-05-09,1
KTTN,KROG,17,2018-06-18,1
KTTN,KSFO,14,2018-12-09,1
KTTN,KSFZ,20,2018-02-14,1
KTTN,KSMQ,19,2018-01-29,6
KTTN,KTEB,11,2018-09-07,3
KTTN,KWRI,16,2018-01-31,1
KTTN,KWWD,11,2018-05-03,1
KTTN,KXLL,17,2018-06-09,1
KTTN,MA70,14,2018-10-05,1
KTTN,MD62,18,2018-10-02,1
KTTN,NJ25,11,2018-11-14,1
KTTN,NJ50,16,2018-12-09,1
KTTN,NJ79,17,2018-08-01,1
KTTN,NJ96,21,2018-08-01,1
KTTN,PA05,18,2018-10-05,1
KTTN,PA31,17,2018-06-28,1
KTTN,PA43,18,2018-10-02,1
KTTN,PS20,14,2018-07-08,1
KTTN,RI20,10,2018-08-13,1
KTTS,0FD0,17,2018-08-12,1
KTTS,KSFB,13,2018-05-04,1
KTUL,KAPA,20,2018-05-03,2
KTUL,KIXD,15,2018-09-07,1
KTUL,KPWK,10,2018-10-18,1
KTUL,KSTL,03,2018-06-28,1
KTUL,KU42,14,2018-08-13,1
KTUL,NV13,01,2018-07-16,1
KTUS,0CA5,15,2018-06-04,1
KTUS,11AZ,23,2018-11-28,2
KTUS,26AZ,18,2018-12-08,1
KTUS,2TS6,21,2018-06-10,1
KTUS,48AZ,16,2018-12-24,1
KTUS,4AZ7,21,2018-09-16,1
KTUS,7OR2,02,2018-10-05,1
KTUS,AN01,05,2018-07-06,1
KTUS,AZ21,13,2018-09-07,1
KTUS,AZ45,02,2018-08-12,1
KTUS,CYYZ,17,2018-04-28,1
KTUS,K74S,22,2018-06-11,1
KTUS,KABQ,19,2018-01-05,2
KTUS,KAMA,03,2018-05-03,1
KTUS,KAPA,21,2018-12-24,1
KTUS,KASE,22,2018-01-19,1
KTUS,KAUS,17,2018-01-31,1
KTUS,KAVQ,14,2018-04-28,1
KTUS,KCHD,19,2018-01-29,3
KTUS,KCMA,19,2018-12-09,1
KTUS,KCRQ,15,2018-02-14,2
KTUS,KDVT,23,2018-11-15,3
KTUS,KE60,17,2018-08-12,1
KTUS,KE95,19,2018-12-24,2
KTUS,KFFZ,16,2018-12-24,3
KTUS,KFHU,19,2018-04-01,1
KTUS,KFMN,13,2018-04-11,1
KTUS,KGEU,23,2018-01-13,1
KTUS,KGWS,22,2018-11-11,1
KTUS,KGYR,23,2018-07-06,3
KTUS,KGYY,17,2018-06-28,1
KTUS,KHHR,00,2018-01-29,2
KTUS,KHIF,20,2018-03-14,1
KTUS,KHND,00,2018-01-31,1
KTUS,KIAD,19,2018-10-18,1
KTUS,KIWA,20,2018-02-14,3
KTUS,KLAS,19,2018-11-14,4
KTUS,KLGB,22,2018-01-28,2
KTUS,KLHM,21,2018-02-13,1
KTUS,KMYF,21,2018-12-03,3
KTUS,KOLS,19,2018-01-29,3
KTUS,KONT,17,2018-07-08,1
KTUS,KORD,21,2018-12-25,1
KTUS,KP29,14,2018-08-13,1
KTUS,KPAN,22,2018-09-06,1
KTUS,KPHX,18,2018-06-11,3
KTUS,KRAL,17,2018-08-11,1
KTUS,KRID,18,2018-11-13,1
KTUS,KRIR,14,2018-06-11,2
KTUS,KSAF,20,2018-01-22,1
KTUS,KSAT,21,2018-10-18,2
KTUS,KSDL,20,2018-06-11,5
KTUS,KSGR,18,2018-02-08,1
KTUS,KSLC,16,2018-03-11,1
KTUS,KSNA,19,2018-12-13,1
KTUS,KVNY,18,2018-02-23,3
KTUS,KWHP,16,2018-08-01,1
KTUS,NH60,14,2018-12-09,1
KTUS,XS39,17,2018-11-14,1
KTVI,13GA,16,2018-12-13,1
KTVI,2FA9,14,2018-08-12,1
KTVI,7TN1,16,2018-05-21,1
KTVI,CHAN,12,2018-09-19,1
KTVI,FL11,23,2018-09-12,1
KTVI,K5C1,11,2018-09-07,1
KTVI,KACJ,13,2018-10-18,1
KTVI,KHEF,21,2018-03-12,1
KTVI,KHWO,14,2018-02-23,1
KTVI,KTEL,14,2018-11-11,1
KTVY,KCRQ,18,2018-10-01,1
KTVY,KPVU,23,2018-09-16,2
KTYQ,02II,20,2018-12-09,1
KTYQ,3IN6,15,2018-11-10,1
KTYQ,3KY7,23,2018-06-26,1
KTYQ,4II0,17,2018-12-09,1
KTYQ,73II,21,2018-12-09,1
KTYQ,7IN7,23,2018-09-15,1
KTYQ,82IN,23,2018-10-08,1
KTYQ,89IN,14,2018-07-08,1
KTYQ,AL18,01,2018-12-10,1
KTYQ,II07,17,2018-12-24,1
KTYQ,II69,15,2018-12-11,1
KTYQ,IL45,17,2018-07-25,1
KTYQ,IN60,20,2018-10-05,1
KTYQ,K3GM,04,2018-08-12,1
KTYQ,K5I4,13,2018-08-12,2
KTYQ,KAID,14,2018-12-11,1
KTYQ,KARR,22,2018-10-17,1
KTYQ,KCDW,16,2018-10-17,1
KTYQ,KCFJ,15,2018-12-09,1
KTYQ,KDPA,13,2018-11-14,1
KTYQ,KEYE,18,2018-10-18,1
KTYQ,KHFY,23,2018-11-11,1
KTYQ,KHUF,01,2018-10-17,1
KTYQ,KLAF,23,2018-09-20,1
KTYQ,KMBS,20,2018-06-28,1
KTYQ,KROG,12,2018-09-07,1
KTYQ,KSAT,10,2018-06-27,1
KTYQ,KSTP,20,2018-06-18,2
KTYQ,KVPC,21,2018-12-13,1
KTYQ,MI55,10,2018-06-28,1
KTYR,1TN3,17,2018-10-17,2
KTYR,2TA1,16,2018-10-05,1
KTYR,3OK0,13,2018-09-19,1
KTYR,66OK,14,2018-08-01,1
KTYR,83TE,15,2018-12-09,1
KTYR,KADS,21,2018-10-02,2
KTYR,KAFW,20,2018-01-31,1
KTYR,KASE,13,2018-01-29,2
KTYR,KBMQ,15,2018-07-08,1
KTYR,KCFD,03,2018-12-09,1
KTYR,KDAL,14,2018-08-12,2
KTYR,KDFW,01,2018-01-31,1
KTYR,KDPA,22,2018-10-04,1
KTYR,KFTW,00,2018-04-28,2
KTYR,KHOB,12,2018-08-01,1
KTYR,KHQZ,18,2018-01-31,2
KTYR,KHYI,23,2018-02-13,1
KTYR,KIAH,00,2018-08-01,1
KTYR,KMDD,19,2018-12-09,1
KTYR,KMGE,03,2018-01-31,1
KTYR,KMKC,15,2018-12-09,1
KTYR,KMSL,18,2018-08-13,1
KTYR,KODO,13,2018-06-11,1
KTYR,KOKC,18,2018-05-04,1
KTYR,KPYX,11,2018-08-01,1
KTYR,KSAT,15,2018-09-19,1
KTYR,KSGR,13,2018-12-11,1
KTYR,KSUS,22,2018-01-31,1
KTYR,KTKI,19,2018-12-09,3
KTYR,KTPL,13,2018-01-31,1
KTYR,KUTS,16,2018-10-02,1
KTYR,TA37,17,2018-12-11,1
KTYR,TX40,16,2018-12-11,1
KTYR,XA23,14,2018-12-09,1
KU08,K1L3,22,2018-12-09,1
KU08,KRHV,22,2018-06-10,1
KU08,KVGT,15,2018-08-01,1
KU14,KPVU,04,2018-10-02,1
KU14,KU42,15,2018-08-12,2
KU14,KU77,00,2018-06-09,1
KU14,UT08,20,2018-12-24,2
KU14,UT99,16,2018-06-04,1
KU42,K36U,18,2018-12-13,1
KU42,K43U,21,2018-06-13,1
KU42,KAEG,14,2018-09-19,1
KU42,KBUR,21,2018-06-09,1
KU42,KCOS,15,2018-07-08,1
KU42,KDTA,16,2018-09-06,1
KU42,KHND,18,2018-12-26,1
KU42,KLAS,06,2018-10-02,1
KU42,KPVU,05,2018-08-01,4
KU42,KREI,14,2018-08-13,1
KU42,KSAN,14,2018-08-12,1
KU42,KSLC,16,2018-06-04,1
KU42,KTEX,18,2018-07-16,1
KU42,KU14,13,2018-06-22,8
KU42,KU77,15,2018-06-11,2
KU42,UT08,03,2018-08-12,1
KU42,UT13,04,2018-06-12,2
KU42,UT26,18,2018-09-21,1
KU42,UT54,06,2018-06-09,1
KU77,K36U,20,2018-12-13,1
KU77,KDTA,20,2018-11-10,1
KU77,KLGB,14,2018-10-18,1
KU77,KOAK,21,2018-12-11,1
KU77,KPVU,00,2018-08-01,3
KU77,KSLC,21,2018-08-01,1
KU77,KU14,15,2018-08-12,5
KU77,UT08,18,2018-10-05,1
KUAO,KBLI,22,2018-12-11,1
KUAO,OG34,16,2018-12-09,1
KUBX,KSTL,20,2018-12-26,1
KUCP,56OH,19,2018-12-09,1
KUCP,KBVI,18,2018-10-18,1
KUCP,PA69,18,2018-11-14,1
KUDD,9CA0,19,2018-05-30,2
KUDD,KCNO,14,2018-10-17,1
KUDD,KLAX,23,2018-04-15,1
KUDD,KMHV,14,2018-04-26,1
KUDD,KRHV,16,2018-10-18,1
KUDD,KSMO,17,2018-08-12,1
KUDD,KSQL,17,2018-06-28,1
KUES,0IN5,12,2018-10-17,1
KUES,4II6,15,2018-10-17,1
KUES,4IL5,23,2018-07-11,1
KUES,6IL2,16,2018-10-18,1
KUES,7IS5,18,2018-12-11,1
KUES,83WI,01,2018-06-09,1
KUES,CYYZ,18,2018-06-11,1
KUES,FL90,21,2018-11-15,1
KUES,IL63,21,2018-07-25,1
KUES,K3CK,20,2018-06-27,1
KUES,KAIG,17,2018-07-25,1
KUES,KAPA,12,2018-08-12,1
KUES,KATW,13,2018-07-25,1
KUES,KBNA,23,2018-07-07,1
KUES,KCMY,19,2018-06-28,1
KUES,KDAF,15,2018-08-13,1
KUES,KDBQ,15,2018-08-12,1
KUES,KDLL,21,2018-08-11,1
KUES,KFTG,14,2018-12-09,1
KUES,KHUF,17,2018-06-27,1
KUES,KHXF,23,2018-09-12,1
KUES,KJVL,21,2018-12-13,1
KUES,KJWN,12,2018-10-05,1
KUES,KMIE,09,2018-07-05,1
KUES,KMSN,23,2018-12-06,1
KUES,KMXO,13,2018-12-09,1
KUES,KPTK,16,2018-07-25,2
KUES,KRYV,13,2018-07-25,1
KUES,KSGS,21,2018-07-25,1
KUES,KTEB,20,2018-11-14,1
KUES,NE15,21,2018-06-28,1
KUGN,5IL2,20,2018-06-30,1
KUGN,65WI,13,2018-08-12,1
KUGN,77TS,14,2018-06-12,1
KUGN,7IL7,17,2018-08-12,2
KUGN,7IS5,20,2018-08-12,1
KUGN,7WI2,19,2018-12-24,1
KUGN,9WN3,12,2018-08-12,1
KUGN,FL78,20,2018-10-02,1
KUGN,FL90,13,2018-12-03,1
KUGN,IN70,17,2018-06-28,1
KUGN,K3CK,16,2018-10-17,1
KUGN,K57C,15,2018-12-24,1
KUGN,KAUW,16,2018-05-16,1
KUGN,KBDR,18,2018-04-27,1
KUGN,KBNA,16,2018-04-27,1
KUGN,KBUU,18,2018-12-24,1
KUGN,KC81,21,2018-08-01,2
KUGN,KDFW,13,2018-12-11,1
KUGN,KENW,19,2018-10-05,2
KUGN,KEWB,15,2018-06-18,1
KUGN,KFTW,11,2018-05-15,1
KUGN,KFXE,21,2018-10-04,1
KUGN,KGWS,19,2018-07-27,1
KUGN,KGYY,15,2018-10-17,1
KUGN,KHOU,18,2018-07-25,1
KUGN,KIKK,13,2018-04-26,1
KUGN,KJVL,15,2018-12-09,1
KUGN,KLWA,12,2018-05-04,1
KUGN,KMDW,21,2018-02-23,1
KUGN,KMNM,02,2018-05-16,1
KUGN,KMSN,21,2018-10-05,1
KUGN,KMXA,11,2018-06-27,1
KUGN,KOAK,21,2018-07-31,1
KUGN,KOMA,18,2018-08-01,1
KUGN,KPTK,12,2018-06-18,1
KUGN,KPUJ,22,2018-12-09,1
KUGN,KPWK,23,2018-03-21,1
KUGN,KRFD,16,2018-12-11,1
KUGN,KROG,14,2018-10-17,1
KUGN,KRYV,19,2018-12-09,1
KUGN,KSAN,14,2018-12-11,1
KUGN,KSDL,20,2018-02-25,1
KUGN,KSJC,20,2018-06-11,1
KUGN,KSUS,18,2018-08-01,1
KUGN,KTEB,21,2018-11-14,3
KUGN,KTTN,19,2018-11-14,1
KUGN,KUMP,23,2018-05-13,2
KUGN,OA51,18,2018-10-05,1
KUGN,OH17,18,2018-10-02,1
KUGN,OH74,10,2018-10-02,1
KUGN,OI84,20,2018-10-08,1
KUIN,5LL8,21,2018-12-08,1
KUIN,K3CK,23,2018-07-24,1
KUKI,KSMF,23,2018-12-11,1
KUKT,6PN9,17,2018-10-05,1
KUKT,KABE,15,2018-01-31,1
KUKT,KILG,20,2018-05-03,1
KUKT,KMMU,17,2018-02-14,1
KUKT,KMTN,19,2018-05-15,1
KUKT,KRDG,17,2018-02-14,1
KUKT,PA43,13,2018-12-09,1
KULM,KSTP,13,2018-08-12,1
KULS,KTOP,02,2018-09-19,1
KUMP,02IN,18,2018-12-09,1
KUMP,12II,13,2018-10-18,1
KUMP,IG03,23,2018-10-05,1
KUMP,KARB,16,2018-11-14,1
KUMP,KGAD,18,2018-12-09,1
KUMP,KH96,12,2018-10-03,1
KUMP,KHFY,22,2018-12-09,1
KUMP,KOKK,13,2018-10-18,1
KUMP,KPHX,17,2018-04-28,1
KUMP,KPTK,15,2018-01-29,2
KUMP,OI84,18,2018-12-09,1
KUNU,04LL,16,2018-12-11,1
KUNU,KC27,13,2018-07-25,1
KUNU,KMSN,14,2018-08-12,1
KUNV,63PA,14,2018-09-19,1
KUTS,KAFW,19,2018-04-26,1
KUTS,KAUS,20,2018-10-02,1
KUTS,KBTR,19,2018-04-09,1
KUTS,KCLL,23,2018-12-11,1
KUTS,KEDC,20,2018-11-14,1
KUTS,KHQZ,23,2018-05-15,1
KUTS,KSEP,17,2018-04-27,2
KUTS,KT27,11,2018-06-11,1
KUTS,TE16,21,2018-11-14,1
KUTS,TX05,12,2018-08-13,1
KUUU,K44N,21,2018-08-12,1
KUUU,KBID,20,2018-09-07,1
KUUU,KCDW,17,2018-12-09,1
KUUU,KDXR,20,2018-06-09,1
KUUU,KEEN,11,2018-07-08,1
KUUU,KHPN,19,2018-06-09,1
KUUU,KHWV,12,2018-06-09,1
KUUU,KMTN,18,2018-08-01,1
KUUU,KPVD,15,2018-11-14,1
KUUU,KSFM,15,2018-07-08,1
KUUU,KSMQ,15,2018-06-18,2
KUUU,KTTN,12,2018-08-13,1
KUUU,KVAY,18,2018-08-12,1
KUUU,MA55,17,2018-08-12,1
KUUV,KSTL,23,2018-12-26,2
KUUV,KSUS,21,2018-10-17,1
KUWL,KLAF,19,2018-11-14,1
KVAY,6PN9,19,2018-06-28,1
KVAY,CT80,19,2018-10-02,1
KVAY,JY08,20,2018-09-19,1
KVAY,KAVP,15,2018-05-03,1
KVAY,KBED,12,2018-01-31,1
KVAY,KISP,13,2018-12-11,2
KVAY,KMTN,19,2018-04-28,1
KVAY,KN12,12,2018-10-17,1
KVAY,KN40,14,2018-12-09,1
KVAY,KPNE,17,2018-12-13,1
KVAY,KPVD,20,2018-08-01,1
KVAY,KSNC,04,2018-12-09,1
KVAY,KTEB,19,2018-12-13,1
KVAY,KWBW,13,2018-09-19,1
KVAY,KWRI,18,2018-02-14,1
KVAY,NC03,15,2018-12-26,1
KVAY,NJ06,17,2018-08-01,1
KVAY,NJ20,22,2018-06-28,2
KVAY,NJ79,17,2018-09-19,1
KVAY,PA49,18,2018-10-18,1
KVBT,26MO,22,2018-10-03,1
KVBT,62OK,21,2018-12-24,1
KVBT,8TN5,15,2018-10-05,1
KVBT,97KS,17,2018-09-19,1
KVBT,AR27,15,2018-12-09,1
KVBT,KACT,17,2018-10-02,1
KVBT,KAPA,18,2018-09-11,1
KVBT,KFYV,00,2018-07-08,2
KVBT,KJWN,21,2018-06-22,1
KVBT,KRPH,15,2018-11-15,1
KVBT,KTLH,19,2018-09-07,1
KVBT,MU24,21,2018-11-10,1
KVCB,13CL,03,2018-08-12,2
KVCB,6CL8,17,2018-08-12,1
KVCB,9CL9,15,2018-06-28,1
KVCB,CA57,20,2018-10-05,1
KVCB,K1O2,21,2018-08-12,2
KVCB,KAPC,17,2018-09-07,1
KVCB,KMHV,22,2018-12-03,1
KVCB,KO69,20,2018-06-27,1
KVCB,KSCK,23,2018-08-17,1
KVCB,KSJC,15,2018-08-13,1
KVCB,KSQL,18,2018-06-09,1
KVCB,KSUU,22,2018-06-28,2
KVCT,KGKY,13,2018-06-09,1
KVCV,04CA,20,2018-11-14,1
KVCV,KCMA,20,2018-05-03,1
KVCV,KSEE,23,2018-06-12,2
KVCV,KVNY,23,2018-12-09,1
KVCV,KWJF,12,2018-05-03,1
KVDF,31FL,01,2018-06-12,1
KVDF,51FD,20,2018-12-11,1
KVDF,58FD,21,2018-12-11,1
KVDF,74GA,20,2018-10-05,1
KVDF,KF45,20,2018-12-09,1
KVDF,KPBI,05,2018-12-13,1
KVDF,KX39,22,2018-11-14,1
KVGT,0CL8,20,2018-10-26,1
KVGT,68AZ,17,2018-08-12,2
KVGT,9CL4,17,2018-12-09,1
KVGT,AZ50,18,2018-12-13,2
KVGT,CA16,21,2018-12-09,1
KVGT,CN37,01,2018-10-18,1
KVGT,K0L7,20,2018-11-15,1
KVGT,K0L9,15,2018-06-09,1
KVGT,K1G4,16,2018-11-13,2
KVGT,K1L3,15,2018-10-18,1
KVGT,K36U,21,2018-06-10,1
KVGT,K3L2,20,2018-12-09,1
KVGT,K61B,23,2018-10-10,3
KVGT,KAEG,19,2018-10-17,1
KVGT,KAPA,14,2018-08-01,1
KVGT,KAPC,18,2018-06-09,1
KVGT,KBUR,13,2018-07-14,1
KVGT,KCMR,13,2018-10-26,1
KVGT,KCNO,00,2018-06-11,1
KVGT,KCOS,19,2018-05-16,1
KVGT,KDVT,23,2018-02-22,1
KVGT,KEDW,14,2018-10-02,1
KVGT,KF70,01,2018-04-01,1
KVGT,KFCM,18,2018-07-24,1
KVGT,KHND,19,2018-06-11,7
KVGT,KINS,15,2018-11-14,5
KVGT,KIWA,20,2018-04-28,1
KVGT,KLBB,19,2018-12-09,1
KVGT,KLGB,18,2018-12-11,1
KVGT,KLSV,23,2018-01-07,2
KVGT,KMRY,17,2018-12-09,1
KVGT,KMYF,01,2018-08-01,1
KVGT,KNKX,15,2018-05-03,1
KVGT,KPSC,16,2018-02-14,1
KVGT,KPVU,23,2018-04-26,1
KVGT,KRIR,19,2018-12-24,1
KVGT,KRNO,21,2018-01-11,1
KVGT,KS03,20,2018-09-06,1
KVGT,KSAC,22,2018-12-21,1
KVGT,KSBP,20,2018-05-03,1
KVGT,KSDL,08,2018-02-23,1
KVGT,KSEE,15,2018-07-08,1
KVGT,KSLC,22,2018-01-22,1
KVGT,KSNA,13,2018-10-05,1
KVGT,KSTS,21,2018-11-14,1
KVGT,KU08,16,2018-12-13,4
KVGT,KU77,23,2018-06-26,1
KVGT,KVNY,15,2018-12-09,2
KVGT,KWHP,22,2018-04-03,1
KVGT,KWSD,16,2018-05-29,1
KVGT,NV42,22,2018-10-08,1
KVGT,NV98,17,2018-10-17,1
KVLD,5FL0,16,2018-10-02,1
KVLD,KEGI,05,2018-05-16,1
KVLD,KRHP,20,2018-12-09,1
KVLL,2MI8,20,2018-12-09,1
KVLL,4MI0,20,2018-12-09,1
KVLL,K77G,20,2018-06-11,2
KVLL,KD98,20,2018-09-07,1
KVLL,KFNT,19,2018-12-13,1
KVLL,KPTK,19,2018-07-08,1
KVLL,MI50,17,2018-11-14,2
KVNC,KDTW,21,2018-04-01,1
KVNC,KGIF,16,2018-04-28,1
KVNC,KOBE,19,2018-04-28,1
KVNY,02CL,16,2018-07-22,4
KVNY,03WA,23,2018-10-16,1
KVNY,0CA4,20,2018-07-25,1
KVNY,13CL,18,2018-12-26,1
KVNY,17CL,18,2018-07-22,1
KVNY,27CA,16,2018-09-15,1
KVNY,5GA4,08,2018-08-01,1
KVNY,75TE,14,2018-10-02,1
KVNY,7CA1,17,2018-12-09,1
KVNY,9CA0,16,2018-12-03,1
KVNY,CL46,19,2018-06-18,9
KVNY,CYYZ,20,2018-12-12,4
KVNY,CZBB,17,2018-02-14,1
KVNY,EGGW,00,2018-12-09,1
KVNY,FD38,19,2018-05-21,1
KVNY,ID13,00,2018-07-01,1
KVNY,ID43,17,2018-07-08,1
KVNY,K61B,16,2018-10-18,1
KVNY,KADS,20,2018-10-17,1
KVNY,KAPA,02,2018-01-29,3
KVNY,KAPC,21,2018-12-11,1
KVNY,KAVX,20,2018-10-17,1
KVNY,KAWO,15,2018-05-03,1
KVNY,KBED,16,2018-07-08,1
KVNY,KBFI,15,2018-11-14,3
KVNY,KBNA,20,2018-08-12,1
KVNY,KCCB,22,2018-01-29,2
KVNY,KCCR,23,2018-02-13,1
KVNY,KCMA,23,2018-03-11,12
KVNY,KCNO,21,2018-08-12,3
KVNY,KCRQ,23,2018-09-17,5
KVNY,KDAL,05,2018-06-12,3
KVNY,KDCA,19,2018-06-30,1
KVNY,KE98,20,2018-10-08,1
KVNY,KEMT,15,2018-05-27,1
KVNY,KFLL,19,2018-05-03,1
KVNY,KFTW,21,2018-06-10,1
KVNY,KFUL,00,2018-10-18,3
KVNY,KFXE,18,2018-12-26,1
KVNY,KGEU,22,2018-09-19,1
KVNY,KHHR,06,2018-08-12,3
KVNY,KHND,00,2018-08-12,4
KVNY,KHOU,21,2018-05-14,1
KVNY,KHPN,17,2018-10-18,4
KVNY,KHWD,22,2018-01-22,2
KVNY,KIAD,19,2018-06-13,1
KVNY,KILG,20,2018-08-11,1
KVNY,KIWA,16,2018-08-12,1
KVNY,KKIC,15,2018-09-17,1
KVNY,KL35,19,2018-07-14,1
KVNY,KL88,16,2018-06-02,1
KVNY,KLAS,03,2018-05-27,22
KVNY,KLAX,19,2018-04-27,1
KVNY,KLGB,01,2018-11-14,4
KVNY,KMCC,01,2018-04-28,1
KVNY,KMCE,18,2018-12-11,1
KVNY,KMDD,22,2018-06-11,1
KVNY,KMDW,15,2018-06-12,3
KVNY,KMKE,17,2018-04-01,1
KVNY,KMSY,18,2018-05-03,1
KVNY,KMYF,02,2018-12-13,4
KVNY,KN58,01,2018-07-14,1
KVNY,KNKX,23,2018-02-22,5
KVNY,KNUQ,23,2018-02-06,3
KVNY,KOAK,23,2018-05-21,10
KVNY,KOMA,22,2018-05-02,1
KVNY,KONT,23,2018-11-15,1
KVNY,KOPF,01,2018-05-03,2
KVNY,KOXR,16,2018-04-28,1
KVNY,KPHL,22,2018-10-17,1
KVNY,KPHX,21,2018-12-09,1
KVNY,KPOC,22,2018-10-02,2
KVNY,KPSP,22,2018-04-20,3
KVNY,KPWK,00,2018-06-11,1
KVNY,KRAL,22,2018-11-14,2
KVNY,KREI,00,2018-05-15,1
KVNY,KRHV,04,2018-12-26,1
KVNY,KRIL,00,2018-01-27,1
KVNY,KRIR,16,2018-10-18,2
KVNY,KRNO,22,2018-01-20,1
KVNY,KRNT,21,2018-05-02,2
KVNY,KSAN,23,2018-08-12,3
KVNY,KSAT,23,2018-06-27,1
KVNY,KSBA,21,2018-05-04,6
KVNY,KSBD,23,2018-04-11,1
KVNY,KSBP,19,2018-10-18,3
KVNY,KSDL,22,2018-08-13,2
KVNY,KSEE,01,2018-10-18,1
KVNY,KSFO,18,2018-08-12,5
KVNY,KSJC,21,2018-02-23,6
KVNY,KSLC,14,2018-01-29,2
KVNY,KSLI,04,2018-06-11,1
KVNY,KSMO,17,2018-08-12,3
KVNY,KSMX,21,2018-12-13,1
KVNY,KSNA,01,2018-08-12,7
KVNY,KSQL,22,2018-07-06,5
KVNY,KSYR,18,2018-06-09,2
KVNY,KTEB,06,2018-08-12,13
KVNY,KTNT,19,2018-12-25,1
KVNY,KTOA,20,2018-01-29,4
KVNY,KTRK,22,2018-07-22,1
KVNY,KTUS,00,2018-06-11,3
KVNY,KU42,22,2018-12-21,3
KVNY,KUDD,15,2018-08-01,1
KVNY,KUGN,20,2018-11-28,1
KVNY,KVCV,00,2018-12-09,3
KVNY,KVGT,23,2018-01-28,1
KVNY,KWHP,22,2018-10-08,3
KVNY,KWJF,23,2018-07-30,3
KVNY,LGAV,20,2018-07-07,1
KVNY,MMSD,11,2018-04-09,2
KVNY,MMSL,14,2018-04-01,1
KVNY,NJ25,17,2018-11-14,1
KVNY,NK72,15,2018-12-11,1
KVNY,OK58,19,2018-10-03,1
KVNY,PANC,19,2018-07-31,1
KVNY,PHNG,03,2018-08-12,1
KVNY,PHOG,22,2018-01-11,1
KVNY,WN54,03,2018-08-01,1
KVNY,WY45,19,2018-11-11,1
KVPC,20GA,14,2018-05-03,1
KVPS,KPWA,11,2018-07-08,1
KVPZ,29II,12,2018-08-12,1
KVPZ,42II,19,2018-10-18,1
KVPZ,4MI4,17,2018-12-26,1
KVPZ,52MO,13,2018-06-18,1
KVPZ,IN84,20,2018-12-11,1
KVPZ,K08C,14,2018-08-12,1
KVPZ,K1C2,15,2018-12-24,1
KVPZ,KABQ,12,2018-04-01,1
KVPZ,KDPA,00,2018-05-03,2
KVPZ,KLOT,23,2018-04-29,1
KVPZ,KPPO,10,2018-10-18,1
KVTN,43NE,07,2018-06-27,1
KVUJ,4NC7,20,2018-12-06,1
KVUJ,8MD0,12,2018-08-12,1
